Training: 2023-02-25 04:24:02,079-rank_id: 0
Training: 2023-02-25 04:59:49,149-Speed 815.76 samples/sec   Loss 72.5629   LearningRate 0.000096   Epoch: 0   Global Step: 410   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:00:39,586-Speed 812.11 samples/sec   Loss 72.2520   LearningRate 0.000098   Epoch: 0   Global Step: 420   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:01:29,880-Speed 814.42 samples/sec   Loss 71.8168   LearningRate 0.000101   Epoch: 0   Global Step: 430   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:02:20,400-Speed 810.78 samples/sec   Loss 72.5594   LearningRate 0.000103   Epoch: 0   Global Step: 440   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:03:11,436-Speed 802.58 samples/sec   Loss 72.8450   LearningRate 0.000105   Epoch: 0   Global Step: 450   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:04:02,568-Speed 801.08 samples/sec   Loss 72.7559   LearningRate 0.000108   Epoch: 0   Global Step: 460   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:04:52,763-Speed 816.03 samples/sec   Loss 72.5385   LearningRate 0.000110   Epoch: 0   Global Step: 470   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:05:44,706-Speed 788.57 samples/sec   Loss 72.6666   LearningRate 0.000112   Epoch: 0   Global Step: 480   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:06:35,040-Speed 813.76 samples/sec   Loss 72.5091   LearningRate 0.000115   Epoch: 0   Global Step: 490   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:07:25,223-Speed 816.23 samples/sec   Loss 72.1658   LearningRate 0.000117   Epoch: 0   Global Step: 500   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:08:15,546-Speed 813.96 samples/sec   Loss 72.2764   LearningRate 0.000119   Epoch: 0   Global Step: 510   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:09:05,912-Speed 813.25 samples/sec   Loss 72.4252   LearningRate 0.000122   Epoch: 0   Global Step: 520   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:09:56,463-Speed 810.28 samples/sec   Loss 72.5380   LearningRate 0.000124   Epoch: 0   Global Step: 530   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:10:46,815-Speed 813.49 samples/sec   Loss 72.5929   LearningRate 0.000126   Epoch: 0   Global Step: 540   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:11:37,213-Speed 812.74 samples/sec   Loss 72.1163   LearningRate 0.000129   Epoch: 0   Global Step: 550   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:12:27,641-Speed 812.25 samples/sec   Loss 72.4812   LearningRate 0.000131   Epoch: 0   Global Step: 560   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:13:17,915-Speed 814.74 samples/sec   Loss 72.6074   LearningRate 0.000133   Epoch: 0   Global Step: 570   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:14:08,289-Speed 813.14 samples/sec   Loss 72.6677   LearningRate 0.000136   Epoch: 0   Global Step: 580   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:14:58,588-Speed 814.33 samples/sec   Loss 72.4847   LearningRate 0.000138   Epoch: 0   Global Step: 590   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:15:48,987-Speed 812.73 samples/sec   Loss 72.4450   LearningRate 0.000141   Epoch: 0   Global Step: 600   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:16:39,254-Speed 814.85 samples/sec   Loss 72.1964   LearningRate 0.000143   Epoch: 0   Global Step: 610   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:17:29,562-Speed 814.20 samples/sec   Loss 72.1004   LearningRate 0.000145   Epoch: 0   Global Step: 620   Fp16 Grad Scale: 262144   Required: 69 hours
Training: 2023-02-25 05:18:20,027-Speed 811.67 samples/sec   Loss 72.0394   LearningRate 0.000148   Epoch: 0   Global Step: 630   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:19:10,651-Speed 809.11 samples/sec   Loss 71.9147   LearningRate 0.000150   Epoch: 0   Global Step: 640   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:20:00,838-Speed 816.16 samples/sec   Loss 71.8495   LearningRate 0.000152   Epoch: 0   Global Step: 650   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:20:51,201-Speed 813.30 samples/sec   Loss 71.4777   LearningRate 0.000155   Epoch: 0   Global Step: 660   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:21:41,379-Speed 816.31 samples/sec   Loss 71.4688   LearningRate 0.000157   Epoch: 0   Global Step: 670   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:22:31,593-Speed 815.72 samples/sec   Loss 71.2036   LearningRate 0.000159   Epoch: 0   Global Step: 680   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:23:22,095-Speed 811.07 samples/sec   Loss 70.9002   LearningRate 0.000162   Epoch: 0   Global Step: 690   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:24:12,298-Speed 815.90 samples/sec   Loss 70.8734   LearningRate 0.000164   Epoch: 0   Global Step: 700   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:25:02,569-Speed 814.80 samples/sec   Loss 70.8439   LearningRate 0.000166   Epoch: 0   Global Step: 710   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:25:52,741-Speed 816.39 samples/sec   Loss 70.7125   LearningRate 0.000169   Epoch: 0   Global Step: 720   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:26:42,812-Speed 818.06 samples/sec   Loss 70.3786   LearningRate 0.000171   Epoch: 0   Global Step: 730   Fp16 Grad Scale: 1048576   Required: 69 hours
Training: 2023-02-25 05:27:33,114-Speed 814.29 samples/sec   Loss 70.2116   LearningRate 0.000173   Epoch: 0   Global Step: 740   Fp16 Grad Scale: 1048576   Required: 69 hours
Training: 2023-02-25 05:28:23,962-Speed 805.54 samples/sec   Loss 69.9440   LearningRate 0.000176   Epoch: 0   Global Step: 750   Fp16 Grad Scale: 1048576   Required: 69 hours
Training: 2023-02-25 05:29:14,396-Speed 812.17 samples/sec   Loss 69.6437   LearningRate 0.000178   Epoch: 0   Global Step: 760   Fp16 Grad Scale: 1048576   Required: 69 hours
Training: 2023-02-25 05:30:05,090-Speed 807.99 samples/sec   Loss 69.6042   LearningRate 0.000180   Epoch: 0   Global Step: 770   Fp16 Grad Scale: 1048576   Required: 69 hours
Training: 2023-02-25 05:30:55,390-Speed 814.32 samples/sec   Loss 69.5037   LearningRate 0.000183   Epoch: 0   Global Step: 780   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:31:45,529-Speed 816.95 samples/sec   Loss 69.0722   LearningRate 0.000185   Epoch: 0   Global Step: 790   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:32:35,776-Speed 815.19 samples/sec   Loss 68.8311   LearningRate 0.000187   Epoch: 0   Global Step: 800   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:33:25,928-Speed 816.73 samples/sec   Loss 68.7131   LearningRate 0.000190   Epoch: 0   Global Step: 810   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:34:16,598-Speed 808.38 samples/sec   Loss 68.3531   LearningRate 0.000192   Epoch: 0   Global Step: 820   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:35:07,186-Speed 809.69 samples/sec   Loss 68.1572   LearningRate 0.000194   Epoch: 0   Global Step: 830   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:35:57,979-Speed 806.43 samples/sec   Loss 67.7007   LearningRate 0.000197   Epoch: 0   Global Step: 840   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:36:48,324-Speed 813.60 samples/sec   Loss 67.7291   LearningRate 0.000199   Epoch: 0   Global Step: 850   Fp16 Grad Scale: 524288   Required: 69 hours
Training: 2023-02-25 05:37:38,601-Speed 814.68 samples/sec   Loss 67.2636   LearningRate 0.000202   Epoch: 0   Global Step: 860   Fp16 Grad Scale: 524288   Required: 68 hours
Training: 2023-02-25 05:38:29,392-Speed 806.46 samples/sec   Loss 67.1191   LearningRate 0.000204   Epoch: 0   Global Step: 870   Fp16 Grad Scale: 524288   Required: 68 hours
Training: 2023-02-25 05:39:19,518-Speed 817.16 samples/sec   Loss 66.9901   LearningRate 0.000206   Epoch: 0   Global Step: 880   Fp16 Grad Scale: 524288   Required: 68 hours
Training: 2023-02-25 05:40:10,403-Speed 804.95 samples/sec   Loss 66.9216   LearningRate 0.000209   Epoch: 0   Global Step: 890   Fp16 Grad Scale: 524288   Required: 68 hours
Training: 2023-02-25 05:41:00,818-Speed 812.47 samples/sec   Loss 66.6434   LearningRate 0.000211   Epoch: 0   Global Step: 900   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:41:51,077-Speed 814.99 samples/sec   Loss 66.2132   LearningRate 0.000213   Epoch: 0   Global Step: 910   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:42:41,210-Speed 817.03 samples/sec   Loss 66.0823   LearningRate 0.000216   Epoch: 0   Global Step: 920   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:43:31,356-Speed 816.83 samples/sec   Loss 65.8841   LearningRate 0.000218   Epoch: 0   Global Step: 930   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:44:21,484-Speed 817.13 samples/sec   Loss 65.6184   LearningRate 0.000220   Epoch: 0   Global Step: 940   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:45:11,608-Speed 817.18 samples/sec   Loss 65.3759   LearningRate 0.000223   Epoch: 0   Global Step: 950   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:46:01,765-Speed 816.64 samples/sec   Loss 65.0908   LearningRate 0.000225   Epoch: 0   Global Step: 960   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:46:52,039-Speed 814.75 samples/sec   Loss 64.8307   LearningRate 0.000227   Epoch: 0   Global Step: 970   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:47:42,599-Speed 810.13 samples/sec   Loss 64.6487   LearningRate 0.000230   Epoch: 0   Global Step: 980   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:48:32,753-Speed 816.70 samples/sec   Loss 64.3556   LearningRate 0.000232   Epoch: 0   Global Step: 990   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:49:23,028-Speed 814.74 samples/sec   Loss 64.2155   LearningRate 0.000234   Epoch: 0   Global Step: 1000   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:50:13,199-Speed 816.42 samples/sec   Loss 63.9602   LearningRate 0.000237   Epoch: 0   Global Step: 1010   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:51:03,520-Speed 813.99 samples/sec   Loss 63.5840   LearningRate 0.000239   Epoch: 0   Global Step: 1020   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:51:53,749-Speed 815.48 samples/sec   Loss 63.3346   LearningRate 0.000241   Epoch: 0   Global Step: 1030   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:52:44,083-Speed 813.78 samples/sec   Loss 63.1004   LearningRate 0.000244   Epoch: 0   Global Step: 1040   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 05:53:34,221-Speed 816.96 samples/sec   Loss 62.8733   LearningRate 0.000246   Epoch: 0   Global Step: 1050   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 05:54:24,348-Speed 817.13 samples/sec   Loss 62.5531   LearningRate 0.000248   Epoch: 0   Global Step: 1060   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 05:55:14,470-Speed 817.22 samples/sec   Loss 62.3864   LearningRate 0.000251   Epoch: 0   Global Step: 1070   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 05:56:04,957-Speed 811.31 samples/sec   Loss 62.1137   LearningRate 0.000253   Epoch: 0   Global Step: 1080   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 05:56:55,431-Speed 811.52 samples/sec   Loss 62.0060   LearningRate 0.000255   Epoch: 0   Global Step: 1090   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 05:57:45,513-Speed 817.87 samples/sec   Loss 61.5781   LearningRate 0.000258   Epoch: 0   Global Step: 1100   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 05:58:35,663-Speed 816.77 samples/sec   Loss 61.2055   LearningRate 0.000260   Epoch: 0   Global Step: 1110   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 05:59:25,736-Speed 818.02 samples/sec   Loss 61.0731   LearningRate 0.000262   Epoch: 0   Global Step: 1120   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 06:00:15,800-Speed 818.16 samples/sec   Loss 60.7853   LearningRate 0.000265   Epoch: 0   Global Step: 1130   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 06:01:05,905-Speed 817.49 samples/sec   Loss 60.4827   LearningRate 0.000267   Epoch: 0   Global Step: 1140   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 06:01:56,278-Speed 813.15 samples/sec   Loss 60.1238   LearningRate 0.000270   Epoch: 0   Global Step: 1150   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 06:02:47,405-Speed 801.15 samples/sec   Loss 59.9072   LearningRate 0.000272   Epoch: 0   Global Step: 1160   Fp16 Grad Scale: 65536   Required: 68 hours
Training: 2023-02-25 06:03:38,261-Speed 805.44 samples/sec   Loss 59.6105   LearningRate 0.000274   Epoch: 0   Global Step: 1170   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:04:28,426-Speed 816.51 samples/sec   Loss 59.4361   LearningRate 0.000277   Epoch: 0   Global Step: 1180   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:05:18,717-Speed 814.47 samples/sec   Loss 59.1658   LearningRate 0.000279   Epoch: 0   Global Step: 1190   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:06:08,942-Speed 815.55 samples/sec   Loss 58.7558   LearningRate 0.000281   Epoch: 0   Global Step: 1200   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:06:58,999-Speed 818.28 samples/sec   Loss 58.5246   LearningRate 0.000284   Epoch: 0   Global Step: 1210   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:07:49,109-Speed 817.40 samples/sec   Loss 58.2015   LearningRate 0.000286   Epoch: 0   Global Step: 1220   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:08:39,277-Speed 816.47 samples/sec   Loss 57.9098   LearningRate 0.000288   Epoch: 0   Global Step: 1230   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:09:29,430-Speed 816.71 samples/sec   Loss 57.6364   LearningRate 0.000291   Epoch: 0   Global Step: 1240   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:10:19,989-Speed 810.15 samples/sec   Loss 57.4446   LearningRate 0.000293   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:11:10,578-Speed 809.68 samples/sec   Loss 57.0494   LearningRate 0.000295   Epoch: 0   Global Step: 1260   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:12:00,737-Speed 816.61 samples/sec   Loss 56.8248   LearningRate 0.000298   Epoch: 0   Global Step: 1270   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 06:12:51,217-Speed 811.43 samples/sec   Loss 56.4596   LearningRate 0.000300   Epoch: 0   Global Step: 1280   Fp16 Grad Scale: 262144   Required: 68 hours
Training: 2023-02-25 06:13:41,969-Speed 807.07 samples/sec   Loss 56.2170   LearningRate 0.000302   Epoch: 0   Global Step: 1290   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:14:32,706-Speed 807.30 samples/sec   Loss 55.9032   LearningRate 0.000305   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:15:23,190-Speed 811.36 samples/sec   Loss 55.5320   LearningRate 0.000307   Epoch: 0   Global Step: 1310   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:16:13,706-Speed 810.85 samples/sec   Loss 55.2478   LearningRate 0.000309   Epoch: 0   Global Step: 1320   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:17:03,883-Speed 816.32 samples/sec   Loss 54.9313   LearningRate 0.000312   Epoch: 0   Global Step: 1330   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:17:53,958-Speed 817.99 samples/sec   Loss 54.6343   LearningRate 0.000314   Epoch: 0   Global Step: 1340   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:18:44,085-Speed 817.13 samples/sec   Loss 54.2393   LearningRate 0.000316   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:19:34,288-Speed 815.90 samples/sec   Loss 54.0571   LearningRate 0.000319   Epoch: 0   Global Step: 1360   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:20:24,407-Speed 817.27 samples/sec   Loss 53.7022   LearningRate 0.000321   Epoch: 0   Global Step: 1370   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:21:14,638-Speed 815.45 samples/sec   Loss 53.2256   LearningRate 0.000323   Epoch: 0   Global Step: 1380   Fp16 Grad Scale: 131072   Required: 68 hours
Training: 2023-02-25 06:22:04,812-Speed 816.37 samples/sec   Loss 52.9956   LearningRate 0.000326   Epoch: 0   Global Step: 1390   Fp16 Grad Scale: 262144   Required: 68 hours
